ID,1-738,1-739,1-740,1-721,1-736,1-737,1-741,1-750,2-738,2-740,2-739,2-741,3-749,3-740,3-750,3-741,5-736,5-738,5-721,5-737,5-739,5-720,5-740,5-752,6-750,6-738,6-739,6-740,6-752,6-749,6-741,6-737,6-736,7-750,8-680,8-684,8-719,9-719,9-752,9-738,9-736,9-750,9-739,9-737,10-752,10-749,10-748,10-750,12-680,12-719,12-718,12-756,13-756,13-752,13-719,13-718,13-753,13-755,13-747,13-736,13-748,15-768,16-716,16-756,16-757,16-666,16-718,16-758,16-680,16-768,16-759,16-669,17-756,17-757,17-712,17-747,17-755,17-718,17-753,19-768,19-666,19-716,19-756,20-712,20-759,20-758,20-761,20-757,20-756,20-709,20-760,20-710,20-711,20-764,21-712,23-763,23-761,23-764,23-709,23-708,24-712,24-761,24-709,24-710,27-761,27-763,27-709,27-708,50-712,57-749,57-747,57-746,58-749,58-748,60-749,61-749,61-752,61-748,61-747,61-750,62-749,64-749,64-750,64-741,64-752,64-744,64-740,65-750,65-749,65-752,65-748,65-738,306-766,306-765,306-769,306-764,307-766,307-769,307-764,307-765,307-702,307-762,307-763,307-636,307-635,307-700,307-703,307-771,307-638,308-766,308-763,308-702,308-764,308-765,311-763,311-762,311-702,311-703,312-763,312-702,312-764,334-764,335-765,335-759,335-764,335-768,335-761,335-758,335-760,335-712,335-709,335-763,335-666,335-756,335-757,335-766,336-765,336-768,336-764,336-763,336-766,337-763,337-765,337-764,337-761,338-766,339-763,339-761,365-766,368-768,368-666,368-668,368-766,369-768,369-668,369-671,369-666,369-767,369-766,370-768,375-768,541-668,deltaE
734,4.4031,5.7206,8.6104,9.4523,8.1325,7.9573,10.8509,8.2172,8.0327,11.0307,8.812,13.4643,10.4784,12.0243,8.7297,13.3441,10.4589,9.0315,12.3249,12.9952,11.3703,14.3956,14.5927,12.2027,5.2921,5.4808,7.423,11.0263,8.296,8.1226,11.7093,9.9852,8.9283,8.5623,11.2083,12.7321,9.5843,5.9448,6.0511,7.9617,6.8987,7.6604,11.1978,11.2155,6.526,8.0826,9.719,8.1848,8.3213,7.0388,5.9612,9.3712,7.2761,5.9132,7.595,6.6976,7.2852,9.0187,9.4507,10.2558,9.2436,12.4744,8.3113,6.6446,8.4487,8.8281,8.4634,8.6462,10.4025,8.985,9.3364,11.504,6.5232,7.4152,10.7471,13.4456,11.2637,10.9526,11.1428,8.1748,11.2872,13.385,10.9084,9.4,5.8809,10.2906,8.0192,8.3665,9.9022,8.6184,9.7876,8.6757,10.9976,10.2172,12.2921,7.8819,6.5674,7.9304,8.9841,11.0225,11.4531,7.6712,6.695,8.7032,8.8716,8.6167,9.8121,10.322,15.1196,10.8189,12.3737,15.9487,10.1637,10.3866,10.2663,6.0963,9.1614,8.3512,11.7126,9.351,8.4555,6.0819,8.7938,13.698,11.9106,19.3074,15.2784,7.4894,6.7882,10.0381,11.576,10.9998,9.1384,8.7983,12.2988,11.4703,10.5675,12.942,12.8795,10.8117,14.589,14.2922,11.466,19.428,20.1085,15.0939,17.4266,17.2693,17.9597,9.9328,6.8688,12.5291,9.1837,8.2898,8.5312,10.6503,13.5821,16.008,6.3293,14.0376,10.5052,7.859,6.6367,5.6145,4.8468,5.0079,6.7287,10.2119,8.6263,13.056,11.0065,7.5356,9.6793,12.9376,11.2375,10.3376,4.4924,5.6904,6.1829,7.8286,7.6463,5.5195,7.0548,6.5696,9.4428,10.9474,7.7002,12.5796,11.7173,9.1196,11.8639,9.5176,11.1093,10.488,8.8814,10.7184,11.5027,10.8602,13.0989,12.5834,9.5288,17.1423,-37.9305000000013
735,4.8607,5.7682,7.6239,8.1719,9.4962,8.2307,10.7699,8.5723,8.4349,9.9715,8.8222,13.3177,11.2044,10.7298,9.6574,13.0342,11.4599,8.5538,10.6884,12.8073,10.6767,13.5926,13.2373,12.7384,5.6252,5.3498,6.3154,9.1535,9.1157,8.2553,10.5716,9.7604,10.1517,8.6418,12.3618,13.4185,10.0134,5.9523,6.883,6.9697,7.3956,7.9269,9.9804,10.6979,6.6771,8.6139,10.3707,8.1947,8.8785,6.8428,6.0656,9.7176,6.224,6.7408,7.3798,6.418,6.9141,8.2044,11.7947,9.8704,11.4938,13.9182,7.6452,6.4693,9.227,10.2883,6.6192,9.6056,9.039,11.3085,10.8647,12.1746,5.9854,7.5671,10.6089,14.2053,10.4889,10.2398,9.6771,8.93,10.6434,11.1048,9.1582,8.3783,5.4931,9.9476,7.6471,7.9045,9.4626,8.7446,9.367,8.1735,9.9881,10.0265,11.288,8.1796,6.2295,7.5789,8.3767,11.7058,11.1133,7.7363,6.8019,8.5655,8.9186,9.1835,9.0427,11.3416,13.7987,12.1533,11.2883,15.977,10.6902,10.4676,9.3328,5.587,8.2627,7.6797,10.9726,8.3727,9.0377,5.5621,8.6542,12.4675,11.1526,18.5155,14.0783,7.5579,7.0021,10.0122,11.4937,10.4835,8.6253,8.2968,11.8306,11.5018,9.1165,11.6302,12.5713,9.9469,13.5166,14.2642,11.3865,17.3194,16.6328,13.2039,15.1303,15.3668,15.0226,9.4531,7.3453,12.5468,9.3414,7.8533,8.6413,11.7099,13.6096,14.365,7.0855,14.447,10.7168,7.3361,6.7105,5.4741,4.6123,5.0999,6.7858,9.5563,8.176,12.7927,11.0162,8.1151,9.06,12.6955,11.0723,10.5251,4.1539,5.4026,5.7826,8.018,7.8061,5.8982,6.7853,6.1734,9.196,11.2316,8.2686,12.4599,12.1797,8.9904,12.2708,10.4345,13.0443,9.5792,8.9192,11.3157,11.1392,10.8504,13.9475,13.0161,10.826,16.2593,-30.4483999999975
736,4.9952,5.78,7.9227,9.3392,9.2375,8.3002,10.5479,8.6859,8.5239,10.845,9.2074,13.5918,11.0545,12.1093,9.661,13.6378,10.6899,8.4977,11.2445,12.4601,10.9416,12.2376,13.784,12.3435,5.7061,4.8423,6.7984,10.0227,9.1101,8.2131,10.8965,9.6076,9.5534,8.4485,11.5358,12.3284,9.2709,5.139,6.5619,7.1464,7.0783,7.9002,10.5903,10.5786,6.2941,8.6667,9.6242,8.1922,7.8457,6.4767,5.611,9.4864,6.2512,6.6455,7.7849,6.4661,7.1147,8.0249,10.2444,10.5882,10.7685,13.9965,7.5192,6.5441,9.6381,10.1736,7.1159,9.7246,8.7981,11.5806,11.0477,12.0757,5.4388,7.1471,10.3953,12.4769,9.7863,9.9036,9.4416,9.4169,10.8332,11.1017,9.13,9.2167,5.8142,10.0142,8.0199,8.3155,9.2931,8.6898,9.8877,8.1477,11.0156,10.2494,11.0597,8.3202,6.9748,8.0508,9.0773,11.2716,11.1104,7.6494,6.5084,8.1581,8.7297,8.7814,9.147,10.152,13.0386,10.8719,10.0287,14.3624,10.4664,9.5473,9.9769,6.379,8.2819,7.2795,10.3034,8.8789,9.2673,5.2877,8.3834,13.3798,10.964,18.2064,15.2897,7.5509,6.8516,9.8947,11.0552,10.1241,9.1277,8.5496,12.4592,11.4532,10.2645,12.6063,12.397,10.2663,14.5113,13.8388,10.8303,20.0761,19.4804,14.9765,16.2615,16.7162,16.9423,9.4569,7.2008,13.1032,9.1296,7.728,7.4646,10.4192,12.967,14.1451,6.3407,14.2887,10.1781,7.8225,6.703,5.8082,4.8037,5.2851,6.8618,9.7896,8.4969,13.2591,11.0379,7.8511,9.0592,12.3395,11.4297,10.3211,4.5431,5.0987,6.0622,8.0843,7.8593,5.8446,6.9083,6.4334,9.5071,11.2054,8.006,12.5019,12.5411,8.8326,12.4732,10.3502,12.6524,8.8204,8.2038,11.0671,10.6665,10.043,13.0532,12.8178,10.588,16.7281,-28.0454000000004
737,4.4753,5.0278,6.8651,7.5797,9.0267,7.4265,9.9214,8.1501,8.2823,9.5498,8.6372,13.0493,10.3267,10.3508,9.0979,12.9268,10.014,7.2314,9.3639,11.214,9.5672,12.5145,12.1621,11.4299,5.4453,4.896,6.2364,8.8079,8.772,7.8674,10.6197,9.3863,9.8586,8.69,11.9544,13.5216,9.7025,5.6618,6.8125,6.8621,7.2933,8.2716,10.0837,10.4818,6.1309,8.8908,9.9974,8.4968,8.3361,6.8756,5.8459,9.1225,5.8491,8.0304,8.0442,6.7882,7.3053,7.7147,12.187,10.7616,12.6395,13.5098,8.2427,6.5295,9.4203,9.7537,7.2749,10.1277,9.3038,10.3128,10.7758,11.9714,5.6488,7.3963,9.7121,15.2844,10.438,10.4098,10.5457,8.4261,10.8097,12.1366,9.5823,8.8954,6.1537,10.5908,8.3868,8.6774,9.2892,9.1412,10.1238,8.7032,10.5235,9.9961,10.7063,7.9833,6.6785,7.7097,8.8202,11.5615,10.405,7.3354,6.3902,7.8058,8.5558,8.5826,8.9404,10.4025,11.1546,11.2408,10.5018,15.5629,11.0625,10.8492,11.1426,6.3181,8.8797,8.0067,10.9077,9.1433,8.4443,5.8393,9.1182,13.8954,11.5901,19.3602,14.5804,7.6772,6.8753,10.2047,11.533,10.1885,9.3356,8.6865,12.7041,11.7033,7.0419,10.6671,11.3038,7.8354,13.5205,14.2309,11.4741,17.9381,18.3277,13.5535,16.5461,14.2883,14.9453,9.8164,7.9963,12.8435,9.8529,8.164,9.4028,11.8746,13.7811,14.9436,6.5758,13.8268,10.3956,7.7119,6.6502,6.1114,4.7723,4.7504,6.7792,10.4042,8.7228,12.5528,10.9019,7.7901,9.2924,12.4479,11.4045,10.3498,4.4209,5.9315,6.1557,7.9852,7.5749,5.5717,6.8145,6.3368,9.0297,11.5354,7.9624,12.2347,13.2503,10.0675,13.4202,11.4305,13.2526,10.4062,9.6063,12.0673,12.2284,11.234,13.7137,13.6344,11.873,17.151,-26.5954000000029
738,7.695,6.0572,5.9421,10.3766,12.5479,9.978,9.9726,11.1253,8.8383,9.8617,8.798,13.2361,11.2793,11.5463,9.7136,13.7938,10.1219,6.8133,9.0344,10.9384,8.5931,13.0896,11.2045,12.1798,5.7574,5.147,6.6599,9.3779,9.2954,8.6394,10.9645,9.7206,9.7538,8.5202,11.9259,13.8259,9.8723,5.8863,6.982,6.8195,7.4811,7.7873,10.1577,10.6904,6.8453,9.0997,10.4066,8.1502,8.1968,6.9943,5.8227,9.2988,6.913,6.1616,7.6805,6.6919,7.5467,8.6754,10.533,9.9888,10.7587,12.678,7.6057,6.5428,8.5529,9.5112,8.1601,8.7623,9.8341,9.6874,9.7971,11.5705,6.944,7.764,9.4619,14.6657,11.8172,11.5477,11.7505,7.7963,10.6296,11.9938,10.0792,8.2635,5.3804,9.8488,7.8617,8.2816,9.6222,8.6242,9.42,8.0722,10.2966,10.053,10.632,7.5941,5.9852,7.4042,8.3876,10.7769,11.4415,7.8369,6.4012,8.3553,8.7413,8.9752,9.0424,10.4361,13.483,13.0063,13.3291,17.6575,11.6606,11.4029,10.7259,6.9738,8.828,8.6493,11.4512,8.9741,9.5971,5.1841,8.1749,14.5187,10.9513,18.4619,15.7399,7.5626,7.2096,10.4307,11.721,11.1873,8.9037,7.9528,11.9449,10.9559,9.7812,12.4375,12.7241,10.0431,14.6156,14.8247,12.1443,17.5154,17.5577,14.5789,16.6687,16.2121,16.3936,9.7657,7.674,12.7289,9.3496,8.017,8.7398,11.4735,13.8908,15.0113,6.4906,13.9547,10.2248,7.6697,6.5993,5.7696,4.7875,4.5828,6.6128,9.9264,8.284,12.5456,10.7464,7.9648,9.4497,12.9884,11.5584,10.1663,4.357,6.0733,6.0378,8.3049,7.7528,5.9677,6.7782,6.3131,9.1028,11.4998,8.155,12.2488,12.4285,9.2099,11.7573,10.1607,12.4295,9.7995,8.4463,11.1141,10.545,10.2847,13.2903,12.8323,10.3584,17.0571,-33.3271999999993
739,5.0303,5.6567,8.2699,7.0038,8.9095,8.5008,10.1915,8.498,8.3508,10.3186,8.6738,12.4516,10.2054,11.3558,9.0695,12.1133,9.393,7.1381,8.5628,11.5832,9.6196,11.3646,12.8405,11.2814,5.3308,5.3993,7.0841,9.887,8.4933,7.5943,9.5922,10.0416,9.3692,8.8849,11.2319,12.5607,9.4253,5.5255,6.2674,7.3248,7.547,8.036,10.7651,11.365,6.5275,8.0758,9.2612,8.5679,7.7689,6.9227,5.8902,10.0055,6.7304,6.6468,7.6167,6.6748,7.0961,8.5516,9.4772,10.6371,10.4282,13.1943,7.0662,6.5093,9.3217,10.5582,6.5447,9.5784,8.5558,10.5539,10.9219,11.266,5.8986,8.0764,11.0148,11.722,10.4762,10.1963,9.287,7.9858,10.5768,10.5077,9.2941,8.6397,5.5136,9.5427,8.1125,7.6032,8.5165,9.0801,9.5863,8.2555,9.9431,10.3213,11.2185,7.7739,6.1942,7.5192,8.8864,11.5265,11.0268,7.6933,6.8011,8.2454,8.49,8.5668,9.2859,10.9149,14.67,11.6324,10.5929,13.9745,10.4889,10.012,10.44,6.5111,9.0777,7.9444,10.6342,9.6576,9.4713,5.4647,8.7424,11.7388,11.1623,18.4978,14.243,8.148,6.9816,10.53,11.5481,11.0266,8.89,8.1419,11.9897,11.0021,9.1515,11.7156,12.1119,9.5733,13.4836,13.8733,11.1434,18.9239,18.4763,13.9191,16.4976,16.0599,15.5871,9.6763,7.3674,12.856,9.3535,7.9216,9.4631,12.1277,14.1455,15.8899,6.2848,13.7163,10.1243,7.3837,6.6829,6.0909,4.8244,4.5961,6.623,9.8777,8.4896,12.899,11.2052,7.9266,9.0208,12.7043,11.4344,10.1576,4.2695,5.9861,6.0214,8.03,7.391,5.8353,6.7831,6.4899,9.409,11.2806,8.1671,12.6751,12.5058,9.4044,11.7728,10.4443,12.7238,10.1537,8.9004,11.623,10.9616,10.6547,13.9094,12.9349,10.7315,16.4153,-33.8799000000008
740,4.8514,5.7227,8.4199,10.2012,9.3044,8.5446,11.0343,7.9535,8.5968,11.1547,9.2248,13.7824,10.1575,13.073,9.3018,14.527,11.3261,8.6453,12.9578,13.1791,11.0935,14.9451,14.268,12.4257,4.9257,4.8835,6.9919,10.2477,8.0547,7.3664,11.2694,9.6623,9.4205,8.497,10.7289,12.8864,9.7495,5.7517,5.9607,7.0326,7.1611,7.6167,10.5284,10.834,6.2003,8.3637,9.2605,8.2141,8.2295,7.2758,5.7667,8.8569,6.248,7.0723,7.9606,6.8282,6.7451,8.5295,9.8927,11.0228,10.6629,12.3808,8.2718,6.5662,8.7225,9.894,7.5435,9.8996,9.5697,9.5515,10.9205,11.5628,6.234,6.8652,9.0544,12.9695,10.7213,10.7024,10.1687,7.4239,10.2632,11.8275,9.5524,7.2438,6.2214,10.5927,8.1104,8.3247,10.0778,8.7839,10.1621,8.19,10.32,10.2598,9.9733,8.2538,6.5106,8.3444,7.899,10.9903,9.534,7.9764,6.3834,7.9544,9.0675,9.5551,8.4675,10.4689,12.9426,12.2703,11.6897,14.8614,10.8626,10.168,9.9409,6.268,8.4523,7.8474,11.2239,8.9195,9.0656,5.6914,9.0924,13.3014,11.5511,17.6037,14.6871,7.8809,6.5647,10.2571,11.2207,10.8332,9.1391,8.0845,11.4872,10.5154,10.4257,12.1081,12.259,10.4138,13.1698,12.941,10.5175,18.1004,17.4605,13.9778,16.3261,16.1342,17.056,10.9151,6.6156,12.3849,9.5862,9.0077,9.3456,11.3709,14.1698,16.142,6.9568,14.2224,11.0771,7.2465,6.6861,5.9777,4.6592,4.9287,6.29,10.1229,8.3752,10.6942,10.296,7.5608,9.2559,12.9464,11.1163,10.0881,4.104,7.2173,5.5142,6.9906,7.7062,5.0863,7.0887,6.355,8.6545,11.0919,7.8735,12.0198,11.4531,8.5721,11.6112,9.4556,11.7143,9.2696,7.8575,11.0241,10.8198,9.7071,12.7314,12.2235,10.3638,15.1367,-37.5868
741,4.1163,5.194,7.0012,10.0107,9.148,7.2231,9.8298,7.8542,7.7842,9.6231,8.5962,13.1443,10.6,11.3588,9.2692,14.5159,10.4884,7.3814,11.4785,10.9768,9.5155,13.6175,11.6246,12.1553,5.0655,4.9556,6.6313,9.4357,8.5665,7.7154,11.6648,9.392,9.9315,8.5,11.2926,12.3487,9.0238,5.605,6.2688,7.3345,7.0554,7.6676,10.4801,10.3712,6.0719,8.2157,9.3024,8.1091,7.5219,6.8611,5.5087,9.5516,6.3099,6.9842,8.0114,6.3759,6.6066,7.8473,10.1643,10.6345,10.6473,12.8511,7.699,6.8533,9.3187,9.7248,7.3233,10.156,8.5179,9.9563,11.5286,11.6252,5.5199,6.7682,10.2202,12.7246,9.8317,10.0129,9.2405,7.9051,10.6608,11.4433,9.3072,7.6316,6.0153,10.2865,8.3208,7.9597,9.2654,9.6687,9.821,9.0069,11.2023,10.013,10.2979,7.4659,7.0352,7.945,9.8726,12.1098,10.3596,8.147,7.8685,9.1056,9.2753,8.3659,10.2388,11.5247,15.1936,12.1077,12.0258,16.2072,10.628,10.3361,10.4473,6.4535,8.6119,8.0144,10.9638,9.3245,9.3461,5.4863,8.7514,15.8327,10.9908,19.1102,15.1059,7.7398,6.8084,9.9643,11.2609,10.7581,8.2589,8.356,12.0611,11.4728,9.3986,12.4578,12.9074,10.3425,14.5106,14.1419,12.4522,17.892,18.399,14.4041,17.0594,15.9986,16.1871,9.5547,8.0722,13.1672,9.7979,8.273,9.7038,11.6328,14.9282,16.1778,6.8538,14.4759,10.5627,8.1565,6.2256,6.5454,5.1336,4.3735,7.1294,10.5306,8.7926,11.2129,11.8641,7.6971,9.2895,12.4671,11.3553,9.8323,4.2531,6.3395,6.5464,8.1921,7.1554,5.9763,6.6941,7.031,9.6085,10.7045,8.3614,12.789,11.204,9.2598,12.5664,9.9508,11.6219,9.7807,8.3435,10.9133,11.3947,10.073,12.7722,12.8655,10.4235,15.1661,-32.7755999999986
742,4.8628,5.2133,7.8649,9.1796,9.9384,8.0827,10.3798,8.6661,8.3253,11.1664,8.9412,13.8235,11.3631,12.118,9.5625,13.7765,9.1317,6.4478,8.5676,10.3358,8.9049,12.5989,12.4534,10.914,5.6974,5.2374,6.8241,10.1851,8.689,8.4272,10.9545,9.7617,10.1697,8.8281,10.5282,12.159,8.4374,5.7256,5.8851,7.1306,6.941,7.9143,10.4617,10.3826,6.3042,8.6571,9.3678,8.1789,8.5651,6.6319,5.2841,8.892,6.3851,6.3264,8.1898,6.9936,7.0643,8.2735,9.1955,10.4329,9.6919,12.2007,7.7159,6.5293,8.1377,9.3969,7.5744,8.7347,9.2022,9.5126,9.3806,11.486,6.1588,6.4868,8.509,13.0574,11.1216,11.0482,11.1787,7.6503,10.6532,11.8992,9.8675,7.4949,5.948,10.8438,7.4949,8.9094,10.5119,8.4849,9.781,8.1407,10.1816,9.9978,10.3132,7.9004,6.5155,7.8989,8.4702,11.4565,10.3893,7.6864,6.5917,8.3029,8.7868,8.8813,8.6208,10.5812,12.9033,11.8524,12.896,16.1213,10.5187,9.9334,10.2559,6.4728,9.0008,8.3573,12.3825,8.9208,9.9929,6.369,9.0996,13.5214,11.6976,20.0689,14.9295,7.7705,7.4052,10.2401,11.4971,10.5947,8.8334,7.9671,11.447,10.581,9.9536,11.4784,11.7853,10.0391,12.5402,12.4962,10.3061,15.5846,16.7871,12.51,13.309,15.3227,16.5292,10.5681,6.9374,12.4092,9.5411,8.7287,8.9403,11.2152,14.2902,14.1276,6.2216,13.815,10.3392,7.5335,6.4897,6.2762,4.7763,4.8847,6.6796,10.4936,8.6532,11.1664,10.8981,7.7605,9.6949,13.1646,11.6396,10.0616,4.3503,5.9579,5.9679,7.7244,7.8896,5.1088,6.5707,6.0342,8.9312,10.931,7.7234,12.3119,11.4595,7.7543,10.9959,9.2259,10.7233,8.8037,7.4925,10.6055,10,8.9326,12.0194,11.4747,9.0117,14.5454,-32.0308999999979
743,6.7783,7.5546,8.6672,7.8496,10.4709,9.6886,11.7527,9.9931,9.2556,11.5839,10.4214,14.3967,10.368,11.6424,9.3277,13.5333,9.8474,7.6877,8.5152,11.5206,10.1952,12.2433,12.6266,11.9282,5.4839,5.2637,7.242,9.9013,9.1406,7.8678,11.304,10.0007,9.9174,8.2996,11.4881,11.8735,8.839,5.5337,7.1314,7.5448,7.4845,8.1852,10.9711,11.0743,6.4315,8.2971,9.6194,8.1334,8.1528,6.8329,5.7242,9.513,6.3187,6.717,7.7813,6.3096,7.6848,8.4653,10.4355,10.6765,10.8489,12.5652,7.3945,6.5228,8.7611,9.9531,6.8173,8.9336,8.328,10.4158,10.1442,11.3413,5.7688,7.0063,9.5256,13.1369,10.5405,10.0415,10.5809,7.797,10.7313,11.4239,9.6621,7.8281,5.7761,10.5434,7.8113,9.0082,10.3546,9.7519,9.5294,8.8233,10.5581,10.1591,10.8705,8.1232,6.5635,8.0804,10.2384,11.3685,10.5977,7.609,8.0834,8.8822,9.1978,9.3221,11.0218,11.236,13.3043,11.9385,10.418,15.3297,10.6461,10.3659,9.5486,6.0079,8.1631,7.437,9.985,8.7639,8.5157,5.0415,8.6247,14.1138,11.0053,18.4927,15.2273,7.4774,6.2426,10.0404,10.875,10.4102,9.0729,8.6173,12.2182,11.1913,9.1905,11.8632,12.1183,9.9062,13.39,12.9378,10.7586,16.4205,18.3838,13.5743,15.7788,15.6299,15.9287,10.1998,7.0512,12.8826,9.6825,8.7927,9.5138,11.6884,14.9349,15.9397,7.6283,15.2938,11.7005,7.4781,6.6631,5.9965,4.7273,4.9321,6.7594,9.8782,8.3555,11.3446,12.3962,7.8049,9.853,13.0203,11.6277,10.4276,4.5014,5.4392,5.745,7.5399,8.0757,5.396,7.0256,6.3024,8.9149,11.1478,8.0713,12.2798,11.5969,7.191,10.9075,9.1595,10.9149,8.1563,7.0069,9.3772,9.5222,8.8277,11.8445,11.2034,9.0769,14.9777,-31.1491999999998
744,6.9029,7.0878,9.0122,9.7055,10.7549,11.5646,10.6182,9.8784,9.8219,12.2517,10.6108,13.1964,10.5041,11.4717,9.0021,11.1743,10.4994,8.2366,10.5333,13.2706,10.5249,12.9282,13.4336,12.1917,6.0594,5.7782,7.7975,10.1985,9.1239,8.7161,9.4723,11.2961,9.369,8.7277,10.1175,12.4573,9.3028,5.7162,7.1223,8.0006,8.1811,8.8844,11.4725,12.0687,6.3391,8.2615,9.2249,8.4422,7.9048,7.4592,5.8012,9.7995,6.6403,6.4887,7.9541,6.4941,7.6161,8.1869,10.1558,11.1231,10.2646,12.529,7.3499,6.355,8.9807,9.7308,7.0267,8.7936,8.944,10.2175,9.947,11.5466,6.04,7.3157,9.3231,13.8505,10.7596,10.6409,11.3658,7.8677,10.4323,11.8943,9.7535,7.4402,5.5876,10.2676,7.8488,8.7481,9.736,9.0971,9.3602,8.5025,10.0555,9.7676,10.3694,7.483,6.5539,7.4361,9.1119,11.5974,10.1577,7.9001,7.0306,8.4767,9.0764,8.9333,9.0204,10.7185,13.7197,10.5579,9.3636,14.2233,10.4077,9.5593,9.3291,5.8796,8.431,7.0168,9.8913,8.9412,8.537,4.9784,8.6407,11.0743,11.3164,17.0453,14.461,7.2027,6.1806,10.0102,10.672,10.7826,8.5272,7.788,11.8618,10.7672,8.809,11.9447,12.1053,9.3335,14.1994,13.9669,11.688,18.424,18.9306,13.8657,15.945,15.5361,16.1473,9.8769,7.7882,13.1708,9.6366,8.3108,9.8779,12.1227,14.6971,15.1328,6.5078,13.9498,10.1941,7.2561,6.4701,5.9822,4.4147,4.9411,6.6066,10.2349,8.2327,11.2752,11.3134,7.5384,9.102,12.9618,12.0697,9.9976,4.3443,5.7813,5.9758,8.134,7.6697,6.2224,6.9147,6.6555,9.5979,11.3068,8.3285,12.3652,12.1921,7.6746,10.9602,9.6854,11.5383,8.4193,7.7757,10.6577,9.8684,9.3906,12.4627,11.1936,9.4075,15.7787,-15.5516000000011
745,6.88,6.4563,7.4544,12.2584,11.2767,9.9098,10.8048,8.9801,9.4076,11.4645,9.9654,14.4842,10.039,12.0272,9.1629,14.0731,9.7878,7.4354,12.3453,11.8658,9.759,13.6499,12.7598,11.1704,5.5768,5.692,6.9445,9.8205,8.9428,7.8348,11.4786,10.2439,10.1098,8.879,10.2807,12.6306,8.819,5.7855,6.5177,6.826,7.2855,8.2061,10.0649,10.892,6.0384,8.7773,9.3544,8.589,8.0242,7.0344,5.7913,9.5742,6.1547,6.6456,7.619,6.684,7.3014,8.3575,10.2042,10.438,10.8324,12.3929,7.6803,6.7188,8.514,9.3675,7.304,8.8579,9.3146,9.564,10.4787,11.3557,6.2963,6.7722,9.1662,13.7318,11.3436,10.8698,11.3677,8.0073,10.7961,12.1577,10.2395,7.4472,5.7005,9.8424,7.7649,8.4599,10.2494,8.7303,9.4575,8.3074,10.402,9.9978,10.5277,8.0228,6.4311,7.8497,9.2149,10.9563,10.307,7.7748,6.9017,8.581,8.9009,9.3782,9.5692,10.2283,12.6975,11.2962,9.8624,14.3658,11.4149,10.3252,9.8703,6.4885,7.9381,7.22,10.084,9.045,9.2192,5.5523,9.0025,14.275,11.0732,18.626,15.1758,7.2915,6.1742,9.7213,10.547,10.4155,9.7438,8.7229,12.447,11.4966,10.0643,11.9267,12.0295,9.8357,13.5925,13.6651,10.7084,17.4857,18.0975,14.145,15.3591,16.0424,16.82,10.4064,7.5002,13.0203,9.633,8.41,9.4967,12.3256,14.521,15.2709,6.6568,14.1761,10.6038,7.7903,6.499,6.6285,4.7398,4.848,6.6242,10.2781,8.548,11.4354,11.4091,7.7356,9.4144,13.723,11.9515,10.0907,4.6003,6.5293,6.2503,7.8597,7.9322,5.6426,7.1013,6.6379,9.3451,11.849,8.0217,12.2462,12.9517,9.484,12.3607,10.6065,12.7888,10.7702,9.823,12.3571,12.1321,11.1614,14.1733,13.061,10.1807,16.8392,-23.3314999999993
746,6.2802,5.336,7.0169,8.953,10.8568,10.5768,9.6537,9.7381,8.6799,10.6688,8.9052,12.6045,10.4062,11.5104,9.2145,11.8601,9.8655,6.5957,9.5632,11.9108,8.4025,12.8564,11.4767,11.5252,5.4941,4.6387,6.6494,9.493,8.8208,8.2472,9.5976,10.0877,9.4462,8.3521,10.7829,13.5593,9.3363,5.6957,6.5921,6.4445,7.1791,7.8645,9.9939,10.6623,6.3427,8.4676,9.6923,7.9531,8.1509,6.745,5.9137,9.5146,6.0198,6.6091,7.6525,6.4209,7.2359,8.7058,12.0902,10.0845,10.8718,13.2315,8.0668,6.8262,9.0385,10.1626,7.5931,9.3846,9.9195,9.9685,10.3897,12.1636,6.0499,6.9505,9.3533,14.4658,10.9254,10.3283,10.1287,8.4766,11.2894,12.2342,10.3122,7.5734,5.7356,10.3448,7.7226,8.8953,10.5347,9.2072,9.7623,8.6563,10.3282,9.9259,10.6732,8.0456,6.5614,7.8579,9.0285,11.2683,10.1068,7.8242,7.0716,8.4194,9.2085,9.4363,9.1644,10.7145,13.7002,10.5342,10.9063,14.2067,10.7243,10.2887,9.5405,5.7917,8.5143,7.5285,11.6155,8.547,8.8947,5.4357,8.9363,13.4831,11.6655,18.4993,16.3467,7.6033,6.6856,10.3607,11.3312,10.4992,9.2369,8.373,12.2326,11.3642,10.787,12.9921,13.0098,10.7952,14.7432,14.1092,11.4553,17.7132,17.9982,14.7834,17.8376,16.8647,17.2965,10.0242,7.6608,13.297,9.8203,8.3805,9.4908,12.0003,14.0535,16.2897,6.559,14.0683,10.5123,7.5461,6.4331,5.8519,4.6615,4.786,6.6233,9.8252,8.4097,11.0068,11.386,7.8544,9.1033,13.1663,11.666,9.93,4.06,6.1429,5.8627,7.8269,7.6648,5.5022,6.4212,6.1856,9.1704,11.5451,7.9176,12.4929,13.0167,9.9448,12.3728,10.892,13.1963,10.1817,9.4425,11.8082,11.2163,11.1142,14.076,13.1594,10.63,16.6725,-29.3009999999999
